genes,logFC,logCPM,PValue,FDR
CENPK1137D_5448,2.18440263150362,6.88288862883917,2.43861634019834e-109,1.30807380488239e-105
CENPK1137D_4924,-1.83989474135281,7.35402753425612,6.71345026761034e-89,1.80054736177309e-85
CENPK1137D_2612,-1.97819205613065,8.49809820777909,3.29145054247068e-79,5.88511356993757e-76
CENPK1137D_2941,-1.99531703459209,7.75456020295758,2.96473745175728e-75,3.97571292280651e-72
CENPK1137D_451,-1.57621790552418,7.98950126646365,1.02355549756175e-68,1.09807033778424e-65
CENPK1137D_1066,-1.74658588770669,7.62182573881475,1.05291096167122e-63,9.41302399734071e-61
CENPK1137D_2698,-1.44810054498449,6.86220068310393,5.77505193507218e-62,4.42533979710389e-59
CENPK1137D_2442,1.79383894095316,9.45602665972134,5.12116050945016e-58,3.43373812158633e-55
CENPK1137D_4455,1.29515547885198,6.74136704124058,9.00957245343133e-52,5.36970518224507e-49
CENPK1137D_1906,-1.42556477076325,7.54153775730091,1.23738904083161e-51,6.63735481502075e-49
CENPK1137D_704,-1.72570147124621,7.21760336779254,3.29284618321622e-49,1.60571153879744e-46
CENPK1137D_3984,1.48645572338332,7.35109323506068,3.27026629260021e-48,1.46180903279229e-45
CENPK1137D_2583,1.35008347402882,6.06785518927853,5.48573406042779e-48,2.19097494284258e-45
CENPK1137D_640,-1.53797740948343,6.74743613824311,5.71842826245268e-48,2.19097494284258e-45
CENPK1137D_3482,-1.59212973823259,8.48796931946241,1.63419408340791e-47,5.84387804226667e-45
CENPK1137D_809,1.3405617099016,7.53941747817428,1.23767248841979e-46,4.14929701742734e-44
CENPK1137D_4131,-1.27082771701232,7.91226039817555,3.13870324380762e-46,9.90353188222593e-44
CENPK1137D_2780,-1.60667398072398,5.33512191448562,6.23171754713465e-46,1.85705182904613e-43
CENPK1137D_3813,1.17578493054353,6.48254511068185,9.4844281202134e-46,2.67760381246446e-43
CENPK1137D_296,-1.38578315734263,7.93715604949906,1.31104291944623e-45,3.51621710995479e-43
CENPK1137D_2947,1.11812681705188,6.76416167667304,5.79850350354453e-45,1.48110346633394e-42
CENPK1137D_1862,-1.46595597788862,5.6892179097001,7.19718860108952e-45,1.75480543892019e-42
CENPK1137D_2114,-1.58293820291051,8.68207186033172,2.82132107406593e-44,6.57981140925636e-42
CENPK1137D_794,-1.45754094225408,5.57224430108277,5.22099874803301e-44,1.16689322018538e-41
CENPK1137D_3666,-1.32443288554245,7.6580592099064,5.82482433452184e-44,1.24977430921501e-41
CENPK1137D_75,1.32837935900702,7.60705933727525,2.28109454775323e-43,4.70607352082628e-41
CENPK1137D_3135,1.40293655932361,7.30978787913364,2.67959038376165e-43,5.32345289573981e-41
CENPK1137D_759,1.2318007285174,5.91019004250256,2.37551009011029e-42,4.55079861548271e-40
CENPK1137D_2827,-1.83214162751575,7.79988669813987,2.58382570243144e-42,4.77918657511802e-40
CENPK1137D_2503,-1.57348492091229,9.40050323785221,9.36640839517031e-42,1.67471382105645e-39
CENPK1137D_1432,-1.4772882306422,5.5369533628849,1.37401589582643e-40,2.37749073071387e-38
CENPK1137D_3,-1.48040498408024,8.66182590497523,1.65681086665626e-40,2.77722921523255e-38
CENPK1137D_2384,-1.70400118079399,9.25423377847514,3.35609174836677e-40,5.45517458734526e-38
CENPK1137D_2927,1.11468364354776,6.83373561132779,1.51795580610611e-39,2.3947985129274e-37
CENPK1137D_2107,1.34457697628075,8.43735549278919,1.67147428463786e-39,2.56165373222784e-37
CENPK1137D_33,1.16371872104702,6.57170727125114,2.55510332928032e-39,3.80710396062768e-37
CENPK1137D_435,-1.26612172390745,5.8116985840177,6.27479814007325e-39,9.096761411717e-37
CENPK1137D_374,-1.16669027116335,6.64487922575381,7.90560596323513e-39,1.1159386943893e-36
CENPK1137D_4372,1.29773788966396,8.23801207490058,4.09362254273593e-38,5.54615043094917e-36
CENPK1137D_583,1.34532462552769,8.5219072545349,4.13583179041698e-38,5.54615043094917e-36
CENPK1137D_3764,-1.15791370212108,7.90942990384221,4.77580882906857e-38,6.24815574612775e-36
CENPK1137D_2665,-1.38035866215826,6.30644002900852,9.35640714258705e-38,1.19494685506755e-35
CENPK1137D_3826,-1.48638004549114,7.62038759774339,1.20872352101972e-37,1.50781231784878e-35
CENPK1137D_4272,-1.57181180578565,8.34979173193071,1.25606161026581e-37,1.53125329033314e-35
CENPK1137D_5343,1.17011237674948,5.41463960626838,1.77675255953308e-37,2.11788905096343e-35
CENPK1137D_3574,1.47356007888312,9.01134331701746,3.41387458146799e-37,3.98087462065093e-35
CENPK1137D_1184,1.13111081606021,7.70733083965637,5.86528001486308e-37,6.69390680845225e-35
CENPK1137D_637,-1.37035962794667,6.67478536878801,1.2160914745535e-35,1.35898222281354e-33
CENPK1137D_4526,-1.38365095039417,8.62562920305932,1.75330261176522e-35,1.91932963459361e-33
CENPK1137D_3744,-1.34044961472366,8.40715295926458,3.08076420094348e-35,3.30504383477217e-33
CENPK1137D_999,-1.1605727094513,5.33118134674341,5.88947604185846e-35,6.19434303696643e-33
CENPK1137D_579,1.04924133156947,6.04160891756305,6.09179813311355e-35,6.28392407423483e-33
CENPK1137D_3249,-1.31502512521414,10.0047205625242,1.04533491027231e-34,1.05795782239635e-32
CENPK1137D_1197,1.04311177978012,7.19555662935451,1.3718030053417e-34,1.36229597790816e-32
CENPK1137D_1855,-1.07278419822147,6.04702547629643,1.39683592067392e-34,1.36229597790816e-32
CENPK1137D_708,1.15710896718165,7.28890039484078,1.47235637906577e-34,1.41030707451943e-32
CENPK1137D_4530,-1.26264470174431,6.66336184179617,2.90865033270548e-34,2.73719304993547e-32
CENPK1137D_4789,1.08825439790636,6.04848097074381,7.61609871609361e-34,7.0435781919183e-32
CENPK1137D_389,0.936286325632701,6.15040250111782,7.96417780064289e-34,7.24065249536415e-32
CENPK1137D_4577,-1.34216349040643,9.39851381464597,9.40412749952157e-34,8.40728998457228e-32
CENPK1137D_4276,-1.32184379795284,8.91115145313309,1.77701259524071e-33,1.56260582965101e-31
CENPK1137D_551,-1.39614231167497,9.28695102496643,2.21781434828691e-33,1.91876712325984e-31
CENPK1137D_4871,1.07852369167954,7.33756693850458,3.53242102655878e-33,3.00760418832719e-31
CENPK1137D_927,-1.09201445678314,6.84153417879259,1.75174548189308e-32,1.46818168201164e-30
CENPK1137D_3336,-1.25822142392544,7.99918028016584,2.8576517106083e-32,2.35822211933891e-30
CENPK1137D_675,-1.23433417274332,6.45807476892835,3.80986273153136e-32,3.09637934726276e-30
CENPK1137D_2697,0.875274499176949,6.28923648976423,9.38234778353978e-32,7.51147962849364e-30
CENPK1137D_2084,0.930787243743204,6.54824675593531,2.19269861801627e-31,1.72965226279989e-29
CENPK1137D_2899,-1.41872732590092,8.93548853916326,2.95414978844937e-31,2.29653035728151e-29
CENPK1137D_4341,1.17912909325394,7.16102307274154,3.45707919780877e-31,2.64911040243518e-29
