genes,logFC,logCPM,PValue,FDR
YJL107C,4.40934298673825,7.76106872818048,0,0
YJL108C,4.38115371481868,7.36055342939378,0,0
YDL218W,-4.75117038661435,6.85434761088767,3.7003305827421e-276,7.11573571061305e-273
YPR192W,-6.95727529572296,5.6254374541518,5.3276949047464e-276,7.6838679763705e-273
YDL022W,2.97822249196302,11.0061604917504,9.96032991294400e-217,1.14922286535548e-213
YBL075C,-3.37474274992854,10.1127465624521,1.10468256419379e-189,1.06215228547232e-186
YGR287C,2.68255539388534,6.93926549355647,3.54822838284169e-188,2.92424707723053e-185
YJL045W,-3.3142559420714,6.58693533852665,2.02159766963487e-176,1.45782461951545e-173
YMR118C,-4.4608210782248,6.32744637886407,2.02950566226616e-175,1.30091312951261e-172
YNL040W,-2.35673540809529,5.94758607322027,4.08001251810036e-166,2.3537592216921e-163
YDR343C,-4.81921993193029,5.66253226797308,1.21204103650112e-162,6.35660430870452e-160
YKL187C,-5.39083485558375,8.3166239132932,1.1140424343298e-144,5.35575900304052e-142
YKL163W,-2.36445379966852,7.88614561141123,3.9873458051639e-141,1.7694613807685e-138
YKL096W-A,-2.20187689174933,10.2388626264908,1.55110788777235e-132,6.39167243182762e-130
YER062C,2.38451268151346,8.10503816265565,1.10122470755869e-129,4.23531022527071e-127
YDR508C,1.96260219634935,7.18004086892289,1.21903944897058e-122,4.39539911319454e-120
YLR042C,3.99803574890286,7.00323183029349,1.54572659084298e-110,5.24546864857244e-108
YIR038C,-2.1661839348078,8.25714007581766,3.92566997410752e-109,1.25817722670146e-106
YPL186C,-2.72159114915483,8.23255366187835,2.89156234713677e-108,8.77969641085897e-106
YIR016W,-2.26861991258208,7.20715495517129,5.80898237517771e-108,1.67560096612001e-105
YDL037C,3.16950083357012,5.81597512398295,7.22771041652966e-108,1.98555530442665e-105
YIL053W,2.34441477181495,9.54262553442247,6.89372186941304e-106,1.80772188475654e-103
YNL134C,-2.17129012445637,7.57399100327588,5.71092960864201e-104,1.43245012661982e-101
YPR160W,-1.79496244685448,7.88537343223207,4.55994066657774e-97,1.09609573772862e-94
YMR058W,1.77612941504499,8.78236746090712,9.01567680108033e-96,2.0804575786173e-93
YGL263W,3.59323389373691,4.41378765041489,1.8203843968617e-90,4.03915291749813e-88
YMR136W,-1.89200283515681,7.63256048280128,8.48055701839297e-90,1.81201234959663e-87
YCR021C,-4.28187466044266,8.33331139986718,5.57772221768985e-88,1.14920998120903e-85
YIL162W,3.18845743168562,11.7781877764535,3.98233160571135e-85,7.92209345977544e-83
YBR295W,-1.51972271284159,6.13770375883319,4.17284882688508e-85,8.02438829410001e-83
YGR243W,1.51980657476852,9.73459274075788,7.32511947847775e-81,1.36318110552704e-78
YLR413W,1.91814610756099,5.81328645596052,1.92041524929942e-79,3.46214861662761e-77
YGR087C,-1.64805657071852,6.30520167706863,1.0085945479252e-75,1.76320665060015e-73
YNR069C,-1.98761689412876,5.70838740150083,1.79448149810764e-75,3.04481287134794e-73
YML070W,1.49358309534769,8.80543353998967,9.26518903533238e-75,1.5271678727095e-72
YIL124W,-1.7600124607815,8.00312007097386,2.03910588666911e-74,3.26766718338724e-72
YLR136C,1.82607535839249,5.97639346375938,7.60498526085853e-73,1.18576108026737e-70
YGR060W,-2.05436517213237,11.2151066510019,1.11023115389089e-71,1.68550619126225e-69
YNR034W,1.31926004836078,6.54613020754409,1.94469033488668e-71,2.87664577999007e-69
YPL036W,-1.79996459459649,8.47750635117579,3.6804158095066e-71,5.3080797012609e-69
YNL280C,-1.97619368524729,7.35204518278231,4.03850425549506e-71,5.68247098779293e-69
YPL004C,-1.56871031333372,10.1088240426758,1.31886139966708e-69,1.81155033682843e-67
YEL065W,1.96612009448692,7.21051031464618,1.60104371250902e-69,2.14800492499175e-67
YOL151W,1.97877489744721,8.93028181854362,8.17927936633992e-68,1.07241506055489e-65
YGR127W,-1.30857364448537,6.67034890198054,9.96221778363536e-68,1.27715631986205e-65
YMR006C,-1.60307741172035,7.48314000099717,1.82388917095952e-67,2.28739491897075e-65
YHR033W,2.68546162573405,8.56368834431175,9.27920659543378e-67,1.13897325210761e-64
YJR009C,1.51439981077758,10.5258363824509,1.5421439267471e-66,1.85346423195917e-64
YBR026C,-1.67749513200086,9.13458685534411,6.40299496199656e-65,7.53854651750166e-63
YDL039C,2.87982931746853,7.23080680186911,9.30509304809682e-63,1.07362163588941e-60
YAL049C,-1.24572523551097,6.63538740750295,3.91753638814034e-62,4.43142498493757e-60
YBR072W,-3.03632247106896,12.5266118508893,6.13944209890748e-62,6.81123874396101e-60
YPR005C,1.47249179918173,7.02360323229126,3.55911579726605e-61,3.87406396875997e-59
YHR007C,-2.16340810193541,11.4964861254064,5.25657366678906e-60,5.61577286735298e-58
YBR014C,1.3975628432984,7.24683947179627,3.02419277221875e-58,3.17210329144181e-56
YAL061W,-1.39741331198306,7.36409006768679,9.50941196883906e-58,9.79639243718439e-56
YOL143C,1.36587175606979,7.75585427512615,3.27679378794038e-57,3.31646023905755e-55
YKL107W,-2.37113794388605,5.97034409147172,4.54960861285946e-57,4.525291739239e-55
YNR068C,-1.98444443939591,5.28530620223616,6.10237412427542e-57,5.96688073270253e-55
YKR097W,2.36731750947026,7.9429311499333,6.9492041366539e-56,6.68165977739273e-54
YGL251C,-3.3816489292727,3.59957322718229,1.1814010895629e-55,1.11729555503088e-53
YHR094C,4.74829558413825,5.02289275912949,4.75224945981911e-55,4.42189147317684e-53
YEL011W,-1.74904682636853,7.64408850168944,7.70552835855212e-54,7.05606239690273e-52
YOR230W,-2.32565994589515,9.52680673191621,1.28007589256553e-53,1.1538684100329e-51
YIL045W,-1.59305184310416,6.75122130137652,1.34670981185834e-53,1.1952567545555e-51
YHR104W,1.32058489636601,9.17973202693892,2.13207301414415e-51,1.86362563918145e-49
YMR251W-A,-2.03327970394698,9.37964395468128,7.20196421520823e-51,6.20121366530392e-49
YNL036W,-1.45505022081577,10.3545087046079,8.41926164190335e-51,7.14275300178536e-49
YGL096W,-2.04237595730139,5.68521405432952,1.22819923210141e-50,1.02688135797001e-48
YIL169C,2.23226602847682,5.2362463827436,1.57276808052568e-50,1.29618557950752e-48
YOR161C,1.5972281571719,8.50906734921582,8.77169539136981e-50,7.12731136800175e-48
YPL274W,-1.40019873921517,6.95798878875258,2.17687677495763e-49,1.7442225159348e-47
YML008C,-1.53803055214298,10.2651469974951,3.60393111332156e-49,2.84809295791124e-47
YHR018C,-2.35031325974323,9.19565606729993,6.63205259193772e-48,5.17031235174172e-46
YBR214W,-1.46954761210534,7.92933325908983,1.12385642264022e-47,8.6447036029486e-46
YMR015C,-1.43632597675345,10.1021168079429,1.46067338952628e-47,1.10876641897067e-45
YMR202W,-1.57062859645309,8.48157344454127,2.75051289170392e-47,2.06074141197921e-45
YDL085W,-2.07880459872397,7.4426812539288,6.9184154901829e-47,5.11696653370066e-45
YDL168W,1.15535078987332,8.30374930646889,3.90920097769684e-46,2.85470638485228e-44
YGL262W,2.98404985817077,3.80447987645823,1.04911811781444e-45,7.56545302708937e-44
YJR096W,-1.54425102688209,7.56133540138613,1.07907776994735e-45,7.68543167262502e-44
YOL058W,-2.19317787468845,9.64443763009391,1.86597365867368e-45,1.31278073620591e-43
YDR368W,1.09618800237986,7.42567858135631,2.89870730680134e-45,2.01477619914903e-43
YDR524C-B,-1.32664738849083,9.65019834499307,3.16268562167383e-45,2.17208730374242e-43
YLR178C,-1.54553170595319,7.94928104614811,4.93503287622978e-45,3.34943584270231e-43
YHR044C,1.66512528203226,5.08516813624001,5.07915409918493e-45,3.40716744165091e-43
YER054C,-2.12242755235726,7.3258724875595,3.01616000375769e-44,2.00002609904346e-42
YJL016W,-2.12991853334503,6.87752083341197,3.96883389789273e-44,2.60184122237991e-42
YLR256W,-1.53027257413186,7.23219421228501,4.8645134151089e-44,3.15318852716441e-42
YNR060W,1.42749618142008,5.59020099933425,2.93054546495064e-43,1.87847964303336e-41
YMR107W,-1.62676675895959,10.3761069271192,3.46185306315271e-43,2.1946626726734e-41
YGL184C,-1.86080082938701,7.20341808718725,7.35022697123809e-43,4.60907167359484e-41
YHL040C,2.78271966331525,8.5660309611568,1.47640676630106e-42,9.15848455353848e-41
YOR173W,-1.37284555046456,8.06444845685391,7.34360345375118e-42,4.50694131113729e-40
YOR386W,-1.49470116170698,5.14256482608723,8.78055798349097e-42,5.33210936913257e-40
YLL026W,-1.43309215676829,10.7697832846779,2.65844112033037e-41,1.59755696074853e-39
YNL200C,-1.14560896298038,7.26796688182471,2.70164236836267e-41,1.60678090959631e-39
YER069W,-1.69702915018499,9.46695609782786,3.31852473087567e-41,1.95352746657365e-39
YKL050C,-1.61204377724754,5.63002396184158,5.6737423695312e-41,3.30624441715409e-39
YCL047C,1.44859824868564,6.26351580034326,7.31728324604054e-41,4.22134070464078e-39
YKL217W,-1.20501206462617,11.6719545164895,2.05982703185761e-40,1.17654872740461e-38
YMR169C,2.24666570411642,8.53732945060306,7.62597224900772e-40,4.31316018671819e-38
YOR247W,1.25576465367506,8.14689699943676,8.81298584532809e-40,4.93612770307745e-38
YPL170W,-1.40240802085874,7.35581271288013,3.67307469948518e-39,2.03749691743558e-37
YGR144W,1.52445310925348,6.80191195921876,6.77372725814515e-39,3.70625219257707e-37
YOL052C-A,-1.81314925274325,10.0712145223902,6.80989309088524e-39,3.70625219257707e-37
YOR299W,0.965960740827588,6.16873774088515,9.79258463542767e-39,5.27975894969928e-37
YJL052W,-1.74608225897952,9.22783145608626,2.51552726890186e-38,1.34371081613841e-36
YIL165C,-2.04626542215913,4.69861926452041,4.09471428234606e-38,2.16719327475729e-36
YHL035C,1.20004280879618,6.5903218201623,4.38115501350167e-38,2.29771666117192e-36
YCR005C,1.91507232446202,9.38359070010274,6.66505755620502e-38,3.46402856231953e-36
YKL051W,-1.30869337461616,5.20717240888458,3.14585584695766e-37,1.62039664116953e-35
YJR148W,-1.07561208383105,7.51079603929969,4.50270727144655e-37,2.29877152645798e-35
YIR036C,-1.15508896775996,6.22346325258748,6.18471952269769e-37,3.12979359003886e-35
YIL089W,-2.03264777523008,4.33576698504322,8.69363308813034e-37,4.36117993786295e-35
YNR019W,-1.16307460614254,6.63132633108761,1.47729027951359e-36,7.34697208837405e-35
YDR518W,-1.59656785793857,4.71685874378159,4.46196779060855e-36,2.2000933490616e-34
YIR037W,-1.08374550772979,7.87950407126023,4.58389786251825e-36,2.24105989566676e-34
YMR196W,-1.39407443285251,8.37534273365057,8.54465562346137e-36,4.14236288165955e-34
YMR238W,-1.26388163508588,7.39224382056158,1.23969100807925e-35,5.95981452134099e-34
YPL092W,-1.86642164203112,7.84909869720481,2.07906471350211e-35,9.91249944809394e-34
YBR056W,-1.00477201764419,7.56584032354796,4.09875435606093e-35,1.93817326886193e-33
YML027W,1.05932624049974,6.51522533549944,7.56854837571789e-35,3.54983378695256e-33
YCL027W,-2.86417530729891,2.91899646913629,9.65035276651416e-35,4.48974879919518e-33
YDR038C,2.15883380276208,4.92654401397694,1.15135847935729e-34,5.31374965392977e-33
YLR346C,-2.48674498716108,4.19885149208185,1.18173685172109e-34,5.41066658538014e-33
YHL024W,-1.06886740248054,8.04578029225264,1.76885415758865e-34,8.03505483081016e-33
YDL206W,0.933837890783227,6.39190800622182,1.92691730881501e-34,8.68467652699516e-33
YDR055W,-1.10066096361535,8.95749666383759,5.28538444872796e-34,2.36367309183811e-32
YHR126C,-3.07849237929883,3.61231903724913,7.03618620073075e-34,3.12244293784736e-32
YDR342C,-1.16992742349497,8.20953830536711,8.03236285795919e-34,3.53730544485241e-32
YMR164C,0.852452117191644,6.19303737894798,1.13983820662332e-33,4.98161107121964e-32
YCL048W-A,-2.51377762036154,6.08049348411719,1.77170443808853e-33,7.684934513784e-32
YLR056W,-1.29733450874474,11.0007948596132,2.11927631776026e-33,9.12395901280517e-32
YER088C,-0.953454496745569,7.02520523742309,2.38888410329506e-33,1.02084980680809e-31
YLR438W,-1.38116790997194,6.17238627909667,3.37150921592822e-33,1.43016446078602e-31
YJR155W,-0.975098697354106,5.84419223900818,3.41163822822685e-33,1.43662342617815e-31
YNL115C,-1.26120081197549,7.61593865612693,6.08697909010152e-33,2.54462191092722e-31
YKR076W,-1.16260758591086,7.98004124253982,8.0506395516488e-33,3.34130500528503e-31
YDR535C,2.29273383789856,3.43173352836286,9.60183897058577e-33,3.95664350152209e-31
YKL065W-A,-1.78597224342707,5.16128995409561,1.00514146249734e-32,4.11252560081357e-31
YGR049W,-1.5886675138572,7.35963768529907,2.06006597854549e-32,8.36938072551335e-31
YJL026W,-1.84648112504659,9.3223710562378,2.82389763563158e-32,1.13923534685025e-30
YNL111C,-1.19013539231906,7.97632356227151,4.21407614949323e-32,1.68826425739072e-30
YGR175C,-1.68064007419162,10.3390025910131,4.34009565705077e-32,1.72675943762248e-30
YLR194C,-1.49397321075154,7.4519766367408,5.34155402867969e-32,2.11064556105844e-30
YNL009W,-1.23097372843506,7.12007849633159,5.73806230313539e-32,2.25189669569987e-30
YMR096W,-2.43874635549843,7.03840904762772,5.88808429278277e-32,2.29515934358539e-30
YAL008W,-0.865077827102762,6.56337470477136,8.52602285138672e-32,3.27979863156361e-30
YFR022W,1.33188681013051,4.86659932642691,8.52781755476758e-32,3.27979863156361e-30
YAR020C,-4.32238473151175,5.1473119123268,9.82401331192809e-32,3.75329356268299e-30
YIL101C,-1.45119599603464,7.75688312900957,1.01722719704693e-31,3.86077874984456e-30
YGR161C,-2.05506551109635,8.10801296412378,1.04694270314549e-31,3.94758983950742e-30
YGR008C,-1.36391924937455,8.69585134844287,1.06751480088925e-31,3.99902135475978e-30
YMR181C,-0.969732672778721,7.02717586745234,1.08123401163932e-31,4.02428323428854e-30
YBR066C,-1.53457660892152,7.52324636962691,1.73600977734925e-31,6.38000424396419e-30
YKL026C,-1.28676404534135,7.01955367371674,1.7362812728417e-31,6.38000424396419e-30
YPL230W,-1.49198415040722,7.1969227387252,2.05514855538978e-31,7.50389368104027e-30
YOL083W,-1.3622812832694,7.34871658797316,2.90658572532968e-31,1.05459704713377e-29
YPR009W,1.28829563356161,6.65794873509717,3.00656258137399e-31,1.08405372074666e-29
YHR216W,2.14711154702784,7.1904838239903,3.55593561107684e-31,1.27417344970822e-29
YMR247C,0.937793077228173,6.55902454662033,4.18850289325465e-31,1.49157241920902e-29
YNL173C,-0.972987383329376,7.94178682912141,6.2413790215306e-31,2.20898868559571e-29
YBR294W,-0.923091756257988,9.72098021984053,6.63185366733581e-31,2.33287584188172e-29
